Country Name,Series,Time,Value
Malaysia,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)",2018,40.7733
Brazil,"Gross enrolment ratio, early childhood education, both sexes (%)",2011,40.88388
Mexico,"Gross attendance ratio for tertiary education, both sexes (%)",2012,42.28
Brazil,"Gross attendance ratio for tertiary education, both sexes (%)",2008,42.49
India,"Completion rate, upper secondary education, both sexes (%)",2016,42.89057
Mexico,"Gross attendance ratio for tertiary education, both sexes (%)",2014,43.63
China,"Completion rate, upper secondary education, both sexes (%)",2010,43.97
Indonesia,"Completion rate, upper secondary education, both sexes (%)",2008,44.0186
Brazil,"Gross attendance ratio for tertiary education, both sexes (%)",2009,44.14
Thailand,"Gross attendance ratio for tertiary education, both sexes (%)",2016,44.72932
Brazil,"Gross attendance ratio for tertiary education, both sexes (%)",2011,45.2
Mexico,"Completion rate, upper secondary education, both sexes (%)",2008,45.34
Philippines,"Gross enrolment ratio, early childhood education, both sexes (%)",2008,45.75659
Brazil,"Gross attendance ratio for tertiary education, both sexes (%)",2012,46.3
United Kingdom,"Gross enrolment ratio, early childhood education, both sexes (%)",2013,46.66405
Indonesia,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,47.02454
China,"Gross enrolment ratio, early childhood education, both sexes (%)",2008,47.09227
Indonesia,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,47.73904
Indonesia,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,47.96399
Mexico,"Completion rate, upper secondary education, both sexes (%)",2010,48.29
Brazil,"Gross attendance ratio for tertiary education, both sexes (%)",2013,48.31
United Kingdom,"Gross enrolment ratio, early childhood education, both sexes (%)",2014,48.69989
Mexico,"Gross attendance ratio for tertiary education, both sexes (%)",2018,49.18
Brazil,"Gross attendance ratio for tertiary education, both sexes (%)",2015,50.05
China,"Gross enrolment ratio, early childhood education, both sexes (%)",2009,50.15158
Brazil,"Gross attendance ratio for tertiary education, both sexes (%)",2014,50.28
Indonesia,"Completion rate, upper secondary education, both sexes (%)",2012,50.65
Mexico,"Completion rate, upper secondary education, both sexes (%)",2012,50.9
Mexico,"Completion rate, upper secondary education, both sexes (%)",2014,52.31
Mexico,"Completion rate, upper secondary education, both sexes (%)",2016,52.80169
Philippines,"Gross enrolment ratio, early childhood education, both sexes (%)",2009,53.4949
China,"Gross enrolment ratio, early childhood education, both sexes (%)",2010,53.66678
Brazil,"Gross attendance ratio for tertiary education, both sexes (%)",2016,54.09
Thailand,"Completion rate, upper secondary education, both sexes (%)",2013,54.14956
China,"Completion rate, upper secondary education, both sexes (%)",2012,54.77
Turkey,"Completion rate, upper secondary education, both sexes (%)",2014,55.87489
Brazil,"Gross attendance ratio for tertiary education, both sexes (%)",2017,55.94
Turkey,"Completion rate, upper secondary education, both sexes (%)",2008,56.49
Thailand,"Completion rate, upper secondary education, both sexes (%)",2016,57.43927
Philippines,"Gross attendance ratio for tertiary education, both sexes (%)",2018,58.44762
Mexico,"Completion rate, upper secondary education, both sexes (%)",2018,58.73
China,"Gross enrolment ratio, early childhood education, both sexes (%)",2011,59.92233
India,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,60.50407
India,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,60.65056
Brazil,"Gross attendance ratio for tertiary education, both sexes (%)",2018,60.71
China,"Completion rate, upper secondary education, both sexes (%)",2014,60.87
Brazil,"Completion rate, upper secondary education, both sexes (%)",2008,61.45
United Kingdom,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,61.86198
India,"Gross enrolment ratio, early childhood education, both sexes (%)",2019,62.81084
Indonesia,"Completion rate, upper secondary education, both sexes (%)",2017,63.18861
Spain,"Gross enrolment ratio, early childhood education, both sexes (%)",2013,63.72216
Spain,"Completion rate, upper secondary education, both sexes (%)",2011,63.89
Brazil,"Completion rate, upper secondary education, both sexes (%)",2009,64
Switzerland,"Out-of-school children of primary school age, both sexes (number)",2016,64
Philippines,"Completion rate, upper secondary education, both sexes (%)",2008,64.09
Spain,"Gross enrolment ratio, early childhood education, both sexes (%)",2014,64.52443
Australia,"Gross enrolment ratio, early childhood education, both sexes (%)",2013,65.085
Brazil,"Completion rate, upper secondary education, both sexes (%)",2016,65.13
Spain,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,65.15038
Brazil,"Completion rate, upper secondary education, both sexes (%)",2012,65.22
Brazil,"Completion rate, upper secondary education, both sexes (%)",2017,65.36
Brazil,"Completion rate, upper secondary education, both sexes (%)",2011,65.52
Spain,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,66.00659
Spain,"Completion rate, upper secondary education, both sexes (%)",2013,66.55
Brazil,"Completion rate, upper secondary education, both sexes (%)",2013,66.99
United Kingdom,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,67.02664
Spain,"Completion rate, upper secondary education, both sexes (%)",2014,67.3
Brazil,"Completion rate, upper secondary education, both sexes (%)",2018,67.32
Philippines,"Completion rate, upper secondary education, both sexes (%)",2013,67.47
Brazil,"Completion rate, upper secondary education, both sexes (%)",2014,67.74
United Kingdom,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,68.16632
China,"Gross enrolment ratio, early childhood education, both sexes (%)",2012,68.3507
Spain,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,68.50067
Thailand,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,68.65258
Thailand,"Gross enrolment ratio, early childhood education, both sexes (%)",2019,68.88196
Israel,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,69.09355
Thailand,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,69.10853
Thailand,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,69.29958
India,"Adult literacy rate, population 15+ years, both sexes (%)",2011,69.30256
Australia,"Gross enrolment ratio, early childhood education, both sexes (%)",2014,69.31862
Brazil,"Completion rate, upper secondary education, both sexes (%)",2015,69.71
Spain,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,70.24377
Russian Federation,"Gross enrolment ratio, early childhood education, both sexes (%)",2011,70.24502
Thailand,"Gross enrolment ratio, early childhood education, both sexes (%)",2014,70.54164
Germany,"Gross enrolment ratio, early childhood education, both sexes (%)",2013,70.59636
Russian Federation,"Gross enrolment ratio, early childhood education, both sexes (%)",2008,70.81822
Thailand,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,71.22194
Australia,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,71.26331
Russian Federation,"Gross enrolment ratio, early childhood education, both sexes (%)",2009,71.33167
Israel,"Gross enrolment ratio, early childhood education, both sexes (%)",2014,71.38697
Israel,"Gross enrolment ratio, early childhood education, both sexes (%)",2013,71.5152
Norway,"Completion rate, upper secondary education, both sexes (%)",2011,71.54
Australia,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,71.6963
Russian Federation,"Gross enrolment ratio, early childhood education, both sexes (%)",2012,71.73407
Australia,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,71.92854
Singapore,"Out-of-school children of primary school age, both sexes (number)",2017,72
Australia,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,72.08441
Germany,"Gross enrolment ratio, early childhood education, both sexes (%)",2014,72.60229
China,"Gross enrolment ratio, early childhood education, both sexes (%)",2013,72.77946
Germany,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,72.90387
Germany,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,73.20225
Norway,"Completion rate, upper secondary education, both sexes (%)",2013,73.29
Germany,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,73.4939
Germany,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,73.90509
Russian Federation,"Gross enrolment ratio, early childhood education, both sexes (%)",2013,73.93323
India,"Adult literacy rate, population 15+ years, both sexes (%)",2018,74.37299
Malaysia,"Gross enrolment ratio, early childhood education, both sexes (%)",2008,74.3969
Russian Federation,"Gross enrolment ratio, early childhood education, both sexes (%)",2014,75.91921
China,"Gross enrolment ratio, early childhood education, both sexes (%)",2014,76.07127
Malaysia,"Gross enrolment ratio, early childhood education, both sexes (%)",2009,76.90992
Norway,"Completion rate, upper secondary education, both sexes (%)",2014,77.56
Philippines,"Completion rate, upper secondary education, both sexes (%)",2018,78.3215
China,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,78.65605
Russian Federation,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,79.00506
Malaysia,"Gross enrolment ratio, early childhood education, both sexes (%)",2010,79.14285
Switzerland,"Completion rate, upper secondary education, both sexes (%)",2014,79.2
United Kingdom,"Gross enrolment ratio, early childhood education, both sexes (%)",2009,79.75953
United Kingdom,"Gross enrolment ratio, early childhood education, both sexes (%)",2008,79.80768
Germany,"Completion rate, upper secondary education, both sexes (%)",2014,80.07
Russian Federation,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,80.12183
Switzerland,"Completion rate, upper secondary education, both sexes (%)",2013,80.34
Russian Federation,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,80.57965
Russian Federation,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,80.77737
Italy,"Completion rate, upper secondary education, both sexes (%)",2011,81.07
United Kingdom,"Gross enrolment ratio, early childhood education, both sexes (%)",2010,81.75937
China,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,82.36118
Switzerland,"Completion rate, upper secondary education, both sexes (%)",2011,82.49
Germany,"Completion rate, upper secondary education, both sexes (%)",2013,82.67
Italy,"Completion rate, upper secondary education, both sexes (%)",2014,83.27
United Kingdom,"Gross enrolment ratio, early childhood education, both sexes (%)",2012,83.96948
Germany,"Completion rate, upper secondary education, both sexes (%)",2011,84.15
Israel,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,84.30232
Malaysia,"Gross enrolment ratio, early childhood education, both sexes (%)",2012,84.67443
China,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,84.79782
Israel,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,84.8785
United Kingdom,"Gross enrolment ratio, early childhood education, both sexes (%)",2011,84.91691
Italy,"Completion rate, upper secondary education, both sexes (%)",2013,85.01
Sweden,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,85.01033
Australia,"Completion rate, upper secondary education, both sexes (%)",2010,85.02
Sweden,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,85.3833
Canada,"Completion rate, upper secondary education, both sexes (%)",2010,85.7
Israel,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,85.98719
Sweden,"Gross enrolment ratio, early childhood education, both sexes (%)",2014,86.35467
Sweden,"Gross enrolment ratio, early childhood education, both sexes (%)",2013,86.58813
Russian Federation,"Completion rate, upper secondary education, both sexes (%)",2013,87.07
"Korea, Rep.","Gross enrolment ratio, early childhood education, both sexes (%)",2014,87.14449
"Korea, Rep.","Gross enrolment ratio, early childhood education, both sexes (%)",2015,87.52441
"Korea, Rep.","Gross enrolment ratio, early childhood education, both sexes (%)",2013,87.97797
Sweden,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,88.02396
Israel,"Completion rate, upper secondary education, both sexes (%)",2012,88.09
China,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,88.09341
Sweden,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,88.81001
"Korea, Rep.","Gross enrolment ratio, early childhood education, both sexes (%)",2016,89.00587
China,"Gross enrolment ratio, early childhood education, both sexes (%)",2019,89.11855
Malaysia,"Gross enrolment ratio, early childhood education, both sexes (%)",2013,89.40528
Norway,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,90.01857
Brazil,"Adult literacy rate, population 15+ years, both sexes (%)",2008,90.03662
United States,"Completion rate, upper secondary education, both sexes (%)",2010,90.11853
Brazil,"Adult literacy rate, population 15+ years, both sexes (%)",2009,90.29821
Brazil,"Adult literacy rate, population 15+ years, both sexes (%)",2010,90.37918
"Korea, Rep.","Gross enrolment ratio, early childhood education, both sexes (%)",2017,90.49281
Norway,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,90.81495
Turkey,"Adult literacy rate, population 15+ years, both sexes (%)",2009,90.81672
Norway,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,91.09893
Norway,"Gross enrolment ratio, early childhood education, both sexes (%)",2014,91.2374
Brazil,"Adult literacy rate, population 15+ years, both sexes (%)",2012,91.33785
Brazil,"Adult literacy rate, population 15+ years, both sexes (%)",2011,91.41124
Norway,"Gross enrolment ratio, early childhood education, both sexes (%)",2013,91.4712
Brazil,"Adult literacy rate, population 15+ years, both sexes (%)",2013,91.48424
United States,"Completion rate, upper secondary education, both sexes (%)",2013,91.55
Norway,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,91.69413
Brazil,"Adult literacy rate, population 15+ years, both sexes (%)",2014,91.72943
Brazil,"Adult literacy rate, population 15+ years, both sexes (%)",2015,92.0479
"Korea, Rep.","Gross enrolment ratio, early childhood education, both sexes (%)",2018,92.1276
Indonesia,"Adult literacy rate, population 15+ years, both sexes (%)",2008,92.1923
Indonesia,"Adult literacy rate, population 15+ years, both sexes (%)",2009,92.5817
Turkey,"Adult literacy rate, population 15+ years, both sexes (%)",2010,92.6606
Sweden,"Completion rate, upper secondary education, both sexes (%)",2014,92.67
Turkey,"Gross enrolment ratio, primary, female (%)",2017,92.67105
Brazil,"Adult literacy rate, population 15+ years, both sexes (%)",2016,92.80844
Indonesia,"Adult literacy rate, population 15+ years, both sexes (%)",2011,92.81191
Thailand,"Adult literacy rate, population 15+ years, both sexes (%)",2015,92.86831
Mexico,"Adult literacy rate, population 15+ years, both sexes (%)",2008,92.9256
Malaysia,"Gross enrolment ratio, early childhood education, both sexes (%)",2014,93.01386
United States,"Completion rate, upper secondary education, both sexes (%)",2015,93.02457
Mexico,"Adult literacy rate, population 15+ years, both sexes (%)",2010,93.06894
Brazil,"Adult literacy rate, population 15+ years, both sexes (%)",2017,93.07582
Malaysia,"Adult literacy rate, population 15+ years, both sexes (%)",2010,93.11789
Brazil,"Adult literacy rate, population 15+ years, both sexes (%)",2018,93.2275
Italy,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,93.23575
United Kingdom,"Completion rate, upper secondary education, both sexes (%)",2011,93.29
Mexico,"Adult literacy rate, population 15+ years, both sexes (%)",2009,93.44188
Mexico,"Adult literacy rate, population 15+ years, both sexes (%)",2011,93.51998
Sweden,"Completion rate, upper secondary education, both sexes (%)",2011,93.57
United Kingdom,"Completion rate, upper secondary education, both sexes (%)",2013,93.64
Thailand,"Adult literacy rate, population 15+ years, both sexes (%)",2013,93.70207
United States,"Completion rate, upper secondary education, both sexes (%)",2016,93.70478
Thailand,"Adult literacy rate, population 15+ years, both sexes (%)",2018,93.76776
Sweden,"Completion rate, upper secondary education, both sexes (%)",2013,93.93
Italy,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,93.95802
Mexico,"Adult literacy rate, population 15+ years, both sexes (%)",2013,93.96285
Turkey,"Adult literacy rate, population 15+ years, both sexes (%)",2011,94.10609
Mexico,"Adult literacy rate, population 15+ years, both sexes (%)",2012,94.2284
United States,"Completion rate, upper secondary education, both sexes (%)",2017,94.27458
Turkey,"Gross enrolment ratio, primary, female (%)",2018,94.35992
Mexico,"Adult literacy rate, population 15+ years, both sexes (%)",2015,94.47228
Mexico,"Adult literacy rate, population 15+ years, both sexes (%)",2014,94.55588
Norway,"Gross enrolment ratio, early childhood education, both sexes (%)",2008,94.77029
Malaysia,"Adult literacy rate, population 15+ years, both sexes (%)",2018,94.85441
Mexico,"Adult literacy rate, population 15+ years, both sexes (%)",2016,94.85962
Malaysia,"Adult literacy rate, population 15+ years, both sexes (%)",2016,94.88058
Turkey,"Adult literacy rate, population 15+ years, both sexes (%)",2012,94.91975
Mexico,"Adult literacy rate, population 15+ years, both sexes (%)",2017,94.97278
Malaysia,"Adult literacy rate, population 15+ years, both sexes (%)",2017,95.08265
Indonesia,"Adult literacy rate, population 15+ years, both sexes (%)",2014,95.11622
China,"Adult literacy rate, population 15+ years, both sexes (%)",2010,95.12448
Philippines,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,95.16984
Indonesia,"Adult literacy rate, population 15+ years, both sexes (%)",2015,95.21793
Turkey,"Adult literacy rate, population 15+ years, both sexes (%)",2013,95.25666
Indonesia,"Adult literacy rate, population 15+ years, both sexes (%)",2016,95.37697
Mexico,"Adult literacy rate, population 15+ years, both sexes (%)",2018,95.37991
Philippines,"Adult literacy rate, population 15+ years, both sexes (%)",2008,95.4201
Turkey,"Adult literacy rate, population 15+ years, both sexes (%)",2014,95.43963
Turkey,"Adult literacy rate, population 15+ years, both sexes (%)",2015,95.60142
Indonesia,"Adult literacy rate, population 15+ years, both sexes (%)",2018,95.65856
China,"Gross enrolment ratio, primary, female (%)",2014,95.83343
Singapore,"Adult literacy rate, population 15+ years, both sexes (%)",2010,95.85733
Thailand,"Gross enrolment ratio, primary, female (%)",2011,96.11465
Turkey,"Adult literacy rate, population 15+ years, both sexes (%)",2017,96.15053
Turkey,"Adult literacy rate, population 15+ years, both sexes (%)",2016,96.16733
Singapore,"Adult literacy rate, population 15+ years, both sexes (%)",2011,96.18604
Thailand,"Gross enrolment ratio, primary, female (%)",2010,96.25137
Italy,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,96.28284
Thailand,"Gross enrolment ratio, primary, female (%)",2013,96.30109
Thailand,"Gross enrolment ratio, primary, female (%)",2012,96.34154
Singapore,"Adult literacy rate, population 15+ years, both sexes (%)",2012,96.36979
Philippines,"Adult literacy rate, population 15+ years, both sexes (%)",2013,96.398
Thailand,"Adult literacy rate, population 15+ years, both sexes (%)",2010,96.43091
China,"Gross enrolment ratio, primary, female (%)",2015,96.44554
Singapore,"Adult literacy rate, population 15+ years, both sexes (%)",2013,96.54802
Singapore,"Adult literacy rate, population 15+ years, both sexes (%)",2014,96.71669
Singapore,"Adult literacy rate, population 15+ years, both sexes (%)",2015,96.82549
China,"Adult literacy rate, population 15+ years, both sexes (%)",2018,96.84089
Malaysia,"Gross enrolment ratio, early childhood education, both sexes (%)",2016,96.94322
Malaysia,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,97.0206
Singapore,"Adult literacy rate, population 15+ years, both sexes (%)",2016,97.04956
Italy,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,97.07784
Singapore,"Adult literacy rate, population 15+ years, both sexes (%)",2017,97.20222
Singapore,"Adult literacy rate, population 15+ years, both sexes (%)",2018,97.34486
Norway,"Gross enrolment ratio, early childhood education, both sexes (%)",2009,97.43853
Italy,"Gross enrolment ratio, early childhood education, both sexes (%)",2014,97.5845
Thailand,"Gross enrolment ratio, primary, female (%)",2015,97.61979
Spain,"Adult literacy rate, population 15+ years, both sexes (%)",2008,97.63061
"Korea, Rep.","Gross enrolment ratio, primary, female (%)",2016,97.64139
Spain,"Adult literacy rate, population 15+ years, both sexes (%)",2009,97.67927
Spain,"Adult literacy rate, population 15+ years, both sexes (%)",2010,97.7489
Russian Federation,"Gross enrolment ratio, primary, female (%)",2008,97.7661
Spain,"Adult literacy rate, population 15+ years, both sexes (%)",2011,97.78375
India,"Gross enrolment ratio, primary, female (%)",2019,97.81434
Spain,"Adult literacy rate, population 15+ years, both sexes (%)",2012,97.89454
Turkey,"Gross enrolment ratio, primary, female (%)",2012,97.90453
Canada,"Gross enrolment ratio, primary, female (%)",2008,97.92086
"Korea, Rep.","Gross enrolment ratio, primary, female (%)",2017,97.96419
"Korea, Rep.","Adult literacy rate, population 15+ years, both sexes (%)",2008,97.96594
Russian Federation,"Gross enrolment ratio, primary, female (%)",2014,98.02932
China,"Gross enrolment ratio, primary, female (%)",2010,98.04289
Malaysia,"Gross enrolment ratio, early childhood education, both sexes (%)",2019,98.06483
Spain,"Adult literacy rate, population 15+ years, both sexes (%)",2013,98.07913
Spain,"Adult literacy rate, population 15+ years, both sexes (%)",2014,98.09372
"Korea, Rep.","Gross enrolment ratio, primary, female (%)",2013,98.10834
Spain,"Adult literacy rate, population 15+ years, both sexes (%)",2015,98.14326
Philippines,"Adult literacy rate, population 15+ years, both sexes (%)",2015,98.18255
China,"Gross enrolment ratio, primary, female (%)",2016,98.22966
China,"Gross enrolment ratio, primary, female (%)",2011,98.24032
"Korea, Rep.","Gross enrolment ratio, primary, female (%)",2014,98.25035
Spain,"Adult literacy rate, population 15+ years, both sexes (%)",2016,98.25051
Israel,"Gross enrolment ratio, early childhood education, both sexes (%)",2010,98.31788
Italy,"Gross enrolment ratio, early childhood education, both sexes (%)",2009,98.36865
Malaysia,"Gross enrolment ratio, primary, female (%)",2008,98.38411
United States,"Gross enrolment ratio, primary, female (%)",2012,98.38959
Spain,"Adult literacy rate, population 15+ years, both sexes (%)",2018,98.4365
Sweden,"Gross enrolment ratio, primary, female (%)",2008,98.44897
Canada,"Gross enrolment ratio, primary, female (%)",2011,98.54883
Thailand,"Gross enrolment ratio, primary, female (%)",2009,98.64668
"Korea, Rep.","Gross enrolment ratio, primary, female (%)",2015,98.70651
Italy,"Gross enrolment ratio, early childhood education, both sexes (%)",2013,98.79351
Norway,"Gross enrolment ratio, early childhood education, both sexes (%)",2010,98.81916
Italy,"Adult literacy rate, population 15+ years, both sexes (%)",2011,98.84828
Canada,"Gross enrolment ratio, primary, female (%)",2010,98.90506
Norway,"Gross enrolment ratio, early childhood education, both sexes (%)",2011,98.99268
Switzerland,"Gross enrolment ratio, early childhood education, both sexes (%)",2010,99.01123
United States,"Gross enrolment ratio, primary, female (%)",2013,99.03338
Norway,"Gross enrolment ratio, early childhood education, both sexes (%)",2012,99.05267
Canada,"Gross enrolment ratio, primary, female (%)",2009,99.08513
Malaysia,"Gross enrolment ratio, primary, female (%)",2009,99.10551
China,"Gross enrolment ratio, primary, female (%)",2009,99.12141
Italy,"Adult literacy rate, population 15+ years, both sexes (%)",2018,99.15576
Turkey,"Gross enrolment ratio, primary, female (%)",2009,99.16417
China,"Gross enrolment ratio, primary, female (%)",2012,99.19531
Malaysia,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,99.22442
Norway,"Gross enrolment ratio, primary, female (%)",2010,99.23571
Norway,"Gross enrolment ratio, primary, female (%)",2009,99.31741
Norway,"Gross enrolment ratio, primary, female (%)",2008,99.39836
Switzerland,"Gross enrolment ratio, early childhood education, both sexes (%)",2012,99.41808
Italy,"Gross enrolment ratio, primary, female (%)",2016,99.42758
China,"Gross enrolment ratio, primary, female (%)",2013,99.43689
Russian Federation,"Gross enrolment ratio, primary, female (%)",2015,99.47305
United States,"Gross enrolment ratio, primary, female (%)",2014,99.50208
Norway,"Gross enrolment ratio, primary, female (%)",2011,99.50677
"Korea, Rep.","Gross enrolment ratio, primary, female (%)",2018,99.51877
Italy,"Gross enrolment ratio, early childhood education, both sexes (%)",2008,99.51881
Italy,"Gross enrolment ratio, primary, female (%)",2018,99.52189
United States,"Gross enrolment ratio, primary, female (%)",2011,99.59456
Russian Federation,"Gross enrolment ratio, primary, female (%)",2009,99.60503
Thailand,"Gross enrolment ratio, primary, female (%)",2017,99.62144
Sweden,"Gross enrolment ratio, primary, female (%)",2009,99.65077
Italy,"Gross enrolment ratio, early childhood education, both sexes (%)",2012,99.68417
Russian Federation,"Adult literacy rate, population 15+ years, both sexes (%)",2010,99.68427
Russian Federation,"Adult literacy rate, population 15+ years, both sexes (%)",2018,99.73006
Italy,"Gross enrolment ratio, early childhood education, both sexes (%)",2010,99.74497
Norway,"Gross enrolment ratio, primary, female (%)",2015,99.76582
Thailand,"Gross enrolment ratio, primary, female (%)",2018,99.77536
Norway,"Gross enrolment ratio, primary, female (%)",2014,99.79021
Philippines,"Gross enrolment ratio, early childhood education, both sexes (%)",2018,99.81634
United States,"Gross enrolment ratio, primary, female (%)",2010,99.81811
Philippines,"Gross enrolment ratio, primary, female (%)",2018,99.86927
Switzerland,"Gross enrolment ratio, early childhood education, both sexes (%)",2011,99.87362
Italy,"Gross enrolment ratio, early childhood education, both sexes (%)",2011,99.89938
China,"Gross enrolment ratio, primary, female (%)",2008,99.90914
China,"Gross enrolment ratio, primary, female (%)",2017,99.90993
Malaysia,"Gross enrolment ratio, early childhood education, both sexes (%)",2017,99.96703
Russian Federation,"Gross enrolment ratio, primary, female (%)",2013,100.04793
Philippines,"Gross enrolment ratio, early childhood education, both sexes (%)",2015,100.0484
Canada,"Gross enrolment ratio, primary, female (%)",2012,100.06698
Norway,"Gross enrolment ratio, primary, female (%)",2018,100.07715
Norway,"Gross enrolment ratio, primary, female (%)",2012,100.09844
Australia,"Gross enrolment ratio, primary, female (%)",2018,100.1046
Norway,"Gross enrolment ratio, primary, female (%)",2016,100.11042
Thailand,"Gross enrolment ratio, primary, female (%)",2008,100.11846
Russian Federation,"Gross enrolment ratio, primary, female (%)",2016,100.12029
Italy,"Gross enrolment ratio, primary, female (%)",2015,100.16474
Norway,"Gross enrolment ratio, primary, female (%)",2013,100.17448
Israel,"Gross enrolment ratio, early childhood education, both sexes (%)",2008,100.18672
Malaysia,"Gross enrolment ratio, primary, female (%)",2010,100.20986
Norway,"Gross enrolment ratio, primary, female (%)",2017,100.21819
Sweden,"Gross enrolment ratio, primary, female (%)",2011,100.22249
Singapore,"Gross enrolment ratio, primary, female (%)",2018,100.22494
Italy,"Gross enrolment ratio, primary, female (%)",2017,100.28256
United States,"Gross enrolment ratio, primary, female (%)",2015,100.28726
Australia,"Gross enrolment ratio, primary, female (%)",2017,100.33393
Germany,"Gross enrolment ratio, primary, female (%)",2014,100.35925
"Korea, Rep.","Gross enrolment ratio, primary, female (%)",2012,100.42587
Switzerland,"Gross enrolment ratio, early childhood education, both sexes (%)",2008,100.44961
Germany,"Gross enrolment ratio, primary, female (%)",2013,100.55736
Turkey,"Gross enrolment ratio, primary, female (%)",2011,100.55997
Singapore,"Gross enrolment ratio, primary, female (%)",2017,100.57172
Turkey,"Gross enrolment ratio, primary, female (%)",2010,100.57778
Turkey,"Gross enrolment ratio, primary, female (%)",2016,100.62768
Singapore,"Gross enrolment ratio, primary, female (%)",2016,100.69286
Australia,"Gross enrolment ratio, primary, female (%)",2016,100.73303
Canada,"Gross enrolment ratio, primary, female (%)",2017,100.81914
China,"Gross enrolment ratio, primary, female (%)",2018,100.83158
United Kingdom,"Gross enrolment ratio, primary, female (%)",2018,100.84584
Italy,"Gross enrolment ratio, primary, female (%)",2012,100.88141
Italy,"Gross enrolment ratio, primary, female (%)",2014,100.89376
Canada,"Gross enrolment ratio, primary, female (%)",2013,100.91373
Thailand,"Gross enrolment ratio, primary, female (%)",2016,100.98333
United Kingdom,"Gross enrolment ratio, primary, female (%)",2017,101.00604
Thailand,"Gross enrolment ratio, primary, female (%)",2019,101.00751
France,"Gross enrolment ratio, primary, female (%)",2014,101.0311
Canada,"Gross enrolment ratio, primary, female (%)",2016,101.06847
Turkey,"Gross enrolment ratio, primary, female (%)",2008,101.09913
Sweden,"Gross enrolment ratio, primary, female (%)",2010,101.16406
United States,"Gross enrolment ratio, primary, female (%)",2018,101.19637
"Hong Kong SAR, China","Gross enrolment ratio, early childhood education, both sexes (%)",2019,101.22624
United Kingdom,"Gross enrolment ratio, primary, female (%)",2016,101.24605
Canada,"Gross enrolment ratio, primary, female (%)",2018,101.2754
United States,"Gross enrolment ratio, primary, female (%)",2016,101.27641
Russian Federation,"Gross enrolment ratio, primary, female (%)",2012,101.33234
Russian Federation,"Gross enrolment ratio, primary, female (%)",2011,101.39378
United States,"Gross enrolment ratio, primary, female (%)",2017,101.422
Germany,"Gross enrolment ratio, primary, female (%)",2012,101.47709
Germany,"Gross enrolment ratio, primary, female (%)",2015,101.60096
Australia,"Gross enrolment ratio, primary, female (%)",2015,101.61505
Malaysia,"Gross enrolment ratio, primary, female (%)",2011,101.63896
Italy,"Gross enrolment ratio, primary, female (%)",2013,101.64369
